"ISO","variable","value","typeIneq","variable1"
"CHE","WL_EWLH_age_young",3.05,"young","WL_EWLH"
"TUR","WL_EWLH_age_young",,"young","WL_EWLH"
"GBR","WL_EWLH_age_young",2.12,"young","WL_EWLH"
"USA","WL_EWLH_age_young",2.05,"young","WL_EWLH"
"OECD","WL_EWLH_age_young",1.84,"young","WL_EWLH"
"LTU","WL_EWLH_age_young",3.14,"young","WL_EWLH"
"AUS","WL_LEPC_age_young",1.11,"young","WL_LEPC"
"AUT","WL_LEPC_age_young",1.06,"young","WL_LEPC"
"BEL","WL_LEPC_age_young",1.07,"young","WL_LEPC"
"CAN","WL_LEPC_age_young",1.11,"young","WL_LEPC"
"CHL","WL_LEPC_age_young",,"young","WL_LEPC"
"CZE","WL_LEPC_age_young",,"young","WL_LEPC"
"DNK","WL_LEPC_age_young",1.08,"young","WL_LEPC"
"EST","WL_LEPC_age_young",1.11,"young","WL_LEPC"
"FIN","WL_LEPC_age_young",1.11,"young","WL_LEPC"
"FRA","WL_LEPC_age_young",1.11,"young","WL_LEPC"
"DEU","WL_LEPC_age_young",1.09,"young","WL_LEPC"
"GRC","WL_LEPC_age_young",,"young","WL_LEPC"
"HUN","WL_LEPC_age_young",1.1,"young","WL_LEPC"
"ISL","WL_LEPC_age_young",,"young","WL_LEPC"
"IRL","WL_LEPC_age_young",1.09,"young","WL_LEPC"
"ISR","WL_LEPC_age_young",,"young","WL_LEPC"
"ITA","WL_LEPC_age_young",1.12,"young","WL_LEPC"
"JPN","WL_LEPC_age_young",1.06,"young","WL_LEPC"
"KOR","WL_LEPC_age_young",0.97,"young","WL_LEPC"
"LVA","WL_LEPC_age_young",,"young","WL_LEPC"
"LUX","WL_LEPC_age_young",,"young","WL_LEPC"
"MEX","WL_LEPC_age_young",1.11,"young","WL_LEPC"
"NLD","WL_LEPC_age_young",1.1,"young","WL_LEPC"
"NZL","WL_LEPC_age_young",1.12,"young","WL_LEPC"
"NOR","WL_LEPC_age_young",1.1,"young","WL_LEPC"
"POL","WL_LEPC_age_young",1.12,"young","WL_LEPC"
"PRT","WL_LEPC_age_young",0.9,"young","WL_LEPC"
"SVK","WL_LEPC_age_young",,"young","WL_LEPC"
"SVN","WL_LEPC_age_young",1.12,"young","WL_LEPC"
"ESP","WL_LEPC_age_young",1.1,"young","WL_LEPC"
"SWE","WL_LEPC_age_young",1.1,"young","WL_LEPC"
"CHE","WL_LEPC_age_young",,"young","WL_LEPC"
"TUR","WL_LEPC_age_young",1.06,"young","WL_LEPC"
"GBR","WL_LEPC_age_young",1.1,"young","WL_LEPC"
"USA","WL_LEPC_age_young",1.09,"young","WL_LEPC"
"OECD","WL_LEPC_age_young",1.08,"young","WL_LEPC"
"LTU","WL_LEPC_age_young",1.06,"young","WL_LEPC"
"AUS","ES_EDUA_age_young",1.75,"young","ES_EDUA"
"AUT","ES_EDUA_age_young",1.43,"young","ES_EDUA"
"BEL","ES_EDUA_age_young",1.28,"young","ES_EDUA"
"CAN","ES_EDUA_age_young",1.23,"young","ES_EDUA"
"CHL","ES_EDUA_age_young",2.02,"young","ES_EDUA"
"CZE","ES_EDUA_age_young",0.76,"young","ES_EDUA"
"DNK","ES_EDUA_age_young",1.05,"young","ES_EDUA"
"EST","ES_EDUA_age_young",0.77,"young","ES_EDUA"
"FIN","ES_EDUA_age_young",0.96,"young","ES_EDUA"
"FRA","ES_EDUA_age_young",1.56,"young","ES_EDUA"
"DEU","ES_EDUA_age_young",1.04,"young","ES_EDUA"
"GRC","ES_EDUA_age_young",1.7,"young","ES_EDUA"
"HUN","ES_EDUA_age_young",1.11,"young","ES_EDUA"
"ISL","ES_EDUA_age_young",0.91,"young","ES_EDUA"
"IRL","ES_EDUA_age_young",2.09,"young","ES_EDUA"
"ISR","ES_EDUA_age_young",1.69,"young","ES_EDUA"
"ITA","ES_EDUA_age_young",1.57,"young","ES_EDUA"
"JPN","ES_EDUA_age_young",1,"young","ES_EDUA"
"KOR","ES_EDUA_age_young",4.83,"young","ES_EDUA"
"LVA","ES_EDUA_age_young",0.74,"young","ES_EDUA"
"LUX","ES_EDUA_age_young",1.75,"young","ES_EDUA"
"MEX","ES_EDUA_age_young",1.21,"young","ES_EDUA"
"NLD","ES_EDUA_age_young",1.52,"young","ES_EDUA"
"NZL","ES_EDUA_age_young",1.28,"young","ES_EDUA"
"NOR","ES_EDUA_age_young",0.88,"young","ES_EDUA"
"POL","ES_EDUA_age_young",1.3,"young","ES_EDUA"
"PRT","ES_EDUA_age_young",1.64,"young","ES_EDUA"
"SVK","ES_EDUA_age_young",0.97,"young","ES_EDUA"
"SVN","ES_EDUA_age_young",2,"young","ES_EDUA"
"ESP","ES_EDUA_age_young",1.16,"young","ES_EDUA"
"SWE","ES_EDUA_age_young",0.84,"young","ES_EDUA"
"CHE","ES_EDUA_age_young",1.43,"young","ES_EDUA"
"TUR","ES_EDUA_age_young",1.44,"young","ES_EDUA"
"GBR","ES_EDUA_age_young",1.39,"young","ES_EDUA"
"USA","ES_EDUA_age_young",1.15,"young","ES_EDUA"
"OECD","ES_EDUA_age_young",1.41,"young","ES_EDUA"
"LTU","ES_EDUA_age_young",0.84,"young","ES_EDUA"
"AUS","ES_ADCO_age_young",0.98,"young","ES_ADCO"
"AUT","ES_ADCO_age_young",1,"young","ES_ADCO"
"BEL","ES_ADCO_age_young",0.98,"young","ES_ADCO"
"CAN","ES_ADCO_age_young",0.98,"young","ES_ADCO"
"CHL","ES_ADCO_age_young",1.03,"young","ES_ADCO"
"CZE","ES_ADCO_age_young",0.99,"young","ES_ADCO"
"DNK","ES_ADCO_age_young",0.96,"young","ES_ADCO"
"EST","ES_ADCO_age_young",1.01,"young","ES_ADCO"
"FIN","ES_ADCO_age_young",0.97,"young","ES_ADCO"
"FRA","ES_ADCO_age_young",1,"young","ES_ADCO"
"DEU","ES_ADCO_age_young",0.99,"young","ES_ADCO"
"GRC","ES_ADCO_age_young",1,"young","ES_ADCO"
"HUN","ES_ADCO_age_young",,"young","ES_ADCO"
"ISL","ES_ADCO_age_young",,"young","ES_ADCO"
"IRL","ES_ADCO_age_young",0.99,"young","ES_ADCO"
"ISR","ES_ADCO_age_young",0.98,"young","ES_ADCO"
"ITA","ES_ADCO_age_young",1,"young","ES_ADCO"
"JPN","ES_ADCO_age_young",0.96,"young","ES_ADCO"
"KOR","ES_ADCO_age_young",1.03,"young","ES_ADCO"
"LVA","ES_ADCO_age_young",,"young","ES_ADCO"
"LUX","ES_ADCO_age_young",,"young","ES_ADCO"
"MEX","ES_ADCO_age_young",,"young","ES_ADCO"
"NLD","ES_ADCO_age_young",0.99,"young","ES_ADCO"
"NZL","ES_ADCO_age_young",0.96,"young","ES_ADCO"
"NOR","ES_ADCO_age_young",0.95,"young","ES_ADCO"
"POL","ES_ADCO_age_young",1.02,"young","ES_ADCO"
"PRT","ES_ADCO_age_young",,"young","ES_ADCO"
"SVK","ES_ADCO_age_young",0.99,"young","ES_ADCO"
"SVN","ES_ADCO_age_young",1.02,"young","ES_ADCO"
"ESP","ES_ADCO_age_young",1,"young","ES_ADCO"
"SWE","ES_ADCO_age_young",0.97,"young","ES_ADCO"
"CHE","ES_ADCO_age_young",,"young","ES_ADCO"
"TUR","ES_ADCO_age_young",1.04,"young","ES_ADCO"
"GBR","ES_ADCO_age_young",0.97,"young","ES_ADCO"
"USA","ES_ADCO_age_young",0.98,"young","ES_ADCO"
"OECD","ES_ADCO_age_young",0.99,"young","ES_ADCO"
"LTU","ES_ADCO_age_young",1.03,"young","ES_ADCO"
"AUS","SC_SNTWS_age_young",2.33,"young","SC_SNTWS"
"AUT","SC_SNTWS_age_young",2.08,"young","SC_SNTWS"
"BEL","SC_SNTWS_age_young",1.84,"young","SC_SNTWS"
"CAN","SC_SNTWS_age_young",2.24,"young","SC_SNTWS"
"CHL","SC_SNTWS_age_young",2.66,"young","SC_SNTWS"
"CZE","SC_SNTWS_age_young",1.65,"young","SC_SNTWS"
"DNK","SC_SNTWS_age_young",1.94,"young","SC_SNTWS"
"EST","SC_SNTWS_age_young",2.59,"young","SC_SNTWS"
"FIN","SC_SNTWS_age_young",5.2,"young","SC_SNTWS"
"FRA","SC_SNTWS_age_young",1.91,"young","SC_SNTWS"
"DEU","SC_SNTWS_age_young",2.18,"young","SC_SNTWS"
"GRC","SC_SNTWS_age_young",2,"young","SC_SNTWS"
"HUN","SC_SNTWS_age_young",2.44,"young","SC_SNTWS"
"ISL","SC_SNTWS_age_young",7.22,"young","SC_SNTWS"
"IRL","SC_SNTWS_age_young",1.44,"young","SC_SNTWS"
"ISR","SC_SNTWS_age_young",1.66,"young","SC_SNTWS"
"ITA","SC_SNTWS_age_young",1.95,"young","SC_SNTWS"
"JPN","SC_SNTWS_age_young",1.58,"young","SC_SNTWS"
"KOR","SC_SNTWS_age_young",3.31,"young","SC_SNTWS"
"LVA","SC_SNTWS_age_young",2.13,"young","SC_SNTWS"
"LUX","SC_SNTWS_age_young",1.88,"young","SC_SNTWS"
"MEX","SC_SNTWS_age_young",1.17,"young","SC_SNTWS"
"NLD","SC_SNTWS_age_young",1.66,"young","SC_SNTWS"
"NZL","SC_SNTWS_age_young",2.17,"young","SC_SNTWS"
"NOR","SC_SNTWS_age_young",1.77,"young","SC_SNTWS"
"POL","SC_SNTWS_age_young",2.37,"young","SC_SNTWS"
"PRT","SC_SNTWS_age_young",2.96,"young","SC_SNTWS"
"SVK","SC_SNTWS_age_young",1.68,"young","SC_SNTWS"
"SVN","SC_SNTWS_age_young",2.77,"young","SC_SNTWS"
"ESP","SC_SNTWS_age_young",3.27,"young","SC_SNTWS"
"SWE","SC_SNTWS_age_young",2.71,"young","SC_SNTWS"
"CHE","SC_SNTWS_age_young",2.17,"young","SC_SNTWS"
"TUR","SC_SNTWS_age_young",1.47,"young","SC_SNTWS"
"GBR","SC_SNTWS_age_young",1.4,"young","SC_SNTWS"
"USA","SC_SNTWS_age_young",2.03,"young","SC_SNTWS"
"OECD","SC_SNTWS_age_young",2.34,"young","SC_SNTWS"
"LTU","SC_SNTWS_age_young",2.32,"young","SC_SNTWS"
"AUS","SC_TSOC_age_young",1,"young","SC_TSOC"
"AUT","SC_TSOC_age_young",1.37,"young","SC_TSOC"
"BEL","SC_TSOC_age_young",1.37,"young","SC_TSOC"
"CAN","SC_TSOC_age_young",1.68,"young","SC_TSOC"
"CHL","SC_TSOC_age_young",,"young","SC_TSOC"
"CZE","SC_TSOC_age_young",,"young","SC_TSOC"
"DNK","SC_TSOC_age_young",1.3,"young","SC_TSOC"
"EST","SC_TSOC_age_young",2.19,"young","SC_TSOC"
"FIN","SC_TSOC_age_young",1.5,"young","SC_TSOC"
"FRA","SC_TSOC_age_young",1.82,"young","SC_TSOC"
"DEU","SC_TSOC_age_young",1.52,"young","SC_TSOC"
"GRC","SC_TSOC_age_young",,"young","SC_TSOC"
"HUN","SC_TSOC_age_young",1.47,"young","SC_TSOC"
"ISL","SC_TSOC_age_young",,"young","SC_TSOC"
"IRL","SC_TSOC_age_young",1.81,"young","SC_TSOC"
"ISR","SC_TSOC_age_young",,"young","SC_TSOC"
"ITA","SC_TSOC_age_young",1.84,"young","SC_TSOC"
"JPN","SC_TSOC_age_young",1.25,"young","SC_TSOC"
"KOR","SC_TSOC_age_young",1.03,"young","SC_TSOC"
"LVA","SC_TSOC_age_young",,"young","SC_TSOC"
"LUX","SC_TSOC_age_young",,"young","SC_TSOC"
"MEX","SC_TSOC_age_young",1.17,"young","SC_TSOC"
"NLD","SC_TSOC_age_young",1.16,"young","SC_TSOC"
"NZL","SC_TSOC_age_young",1.55,"young","SC_TSOC"
"NOR","SC_TSOC_age_young",1.21,"young","SC_TSOC"
"POL","SC_TSOC_age_young",1.81,"young","SC_TSOC"
"PRT","SC_TSOC_age_young",0.68,"young","SC_TSOC"
"SVK","SC_TSOC_age_young",,"young","SC_TSOC"
"SVN","SC_TSOC_age_young",1.66,"young","SC_TSOC"
"ESP","SC_TSOC_age_young",1.92,"young","SC_TSOC"
"SWE","SC_TSOC_age_young",1.41,"young","SC_TSOC"
"CHE","SC_TSOC_age_young",,"young","SC_TSOC"
"TUR","SC_TSOC_age_young",0.89,"young","SC_TSOC"
"GBR","SC_TSOC_age_young",1.44,"young","SC_TSOC"
"USA","SC_TSOC_age_young",1.48,"young","SC_TSOC"
"OECD","SC_TSOC_age_young",1.44,"young","SC_TSOC"
"LTU","SC_TSOC_age_young",1.79,"young","SC_TSOC"
"AUS","CG_SAYG_age_young",1.06,"young","CG_SAYG"
"AUT","CG_SAYG_age_young",1.14,"young","CG_SAYG"
"BEL","CG_SAYG_age_young",1.23,"young","CG_SAYG"
"CAN","CG_SAYG_age_young",1.03,"young","CG_SAYG"
"CHL","CG_SAYG_age_young",0.92,"young","CG_SAYG"
"CZE","CG_SAYG_age_young",1.05,"young","CG_SAYG"
"DNK","CG_SAYG_age_young",0.82,"young","CG_SAYG"
"EST","CG_SAYG_age_young",1.28,"young","CG_SAYG"
"FIN","CG_SAYG_age_young",1.01,"young","CG_SAYG"
"FRA","CG_SAYG_age_young",1.23,"young","CG_SAYG"
"DEU","CG_SAYG_age_young",1.17,"young","CG_SAYG"
"GRC","CG_SAYG_age_young",0.91,"young","CG_SAYG"
"HUN","CG_SAYG_age_young",,"young","CG_SAYG"
"ISL","CG_SAYG_age_young",,"young","CG_SAYG"
"IRL","CG_SAYG_age_young",0.97,"young","CG_SAYG"
"ISR","CG_SAYG_age_young",1.01,"young","CG_SAYG"
"ITA","CG_SAYG_age_young",1.18,"young","CG_SAYG"
"JPN","CG_SAYG_age_young",0.85,"young","CG_SAYG"
"KOR","CG_SAYG_age_young",1.24,"young","CG_SAYG"
"LVA","CG_SAYG_age_young",,"young","CG_SAYG"
"LUX","CG_SAYG_age_young",,"young","CG_SAYG"
"MEX","CG_SAYG_age_young",,"young","CG_SAYG"
"NLD","CG_SAYG_age_young",0.91,"young","CG_SAYG"
"NZL","CG_SAYG_age_young",0.83,"young","CG_SAYG"
"NOR","CG_SAYG_age_young",1.02,"young","CG_SAYG"
"POL","CG_SAYG_age_young",1.17,"young","CG_SAYG"
"PRT","CG_SAYG_age_young",,"young","CG_SAYG"
"SVK","CG_SAYG_age_young",1.1,"young","CG_SAYG"
"SVN","CG_SAYG_age_young",1.24,"young","CG_SAYG"
"ESP","CG_SAYG_age_young",1.11,"young","CG_SAYG"
"SWE","CG_SAYG_age_young",1.01,"young","CG_SAYG"
"CHE","CG_SAYG_age_young",,"young","CG_SAYG"
"TUR","CG_SAYG_age_young",1.06,"young","CG_SAYG"
"GBR","CG_SAYG_age_young",0.89,"young","CG_SAYG"
"USA","CG_SAYG_age_young",0.99,"young","CG_SAYG"
"OECD","CG_SAYG_age_young",1.05,"young","CG_SAYG"
"LTU","CG_SAYG_age_young",0.65,"young","CG_SAYG"
"AUS","CG_VOTO_age_young",,"young","CG_VOTO"
"AUT","CG_VOTO_age_young",,"young","CG_VOTO"
"BEL","CG_VOTO_age_young",,"young","CG_VOTO"
"CAN","CG_VOTO_age_young",,"young","CG_VOTO"
"CHL","CG_VOTO_age_young",,"young","CG_VOTO"
"CZE","CG_VOTO_age_young",,"young","CG_VOTO"
"DNK","CG_VOTO_age_young",,"young","CG_VOTO"
"EST","CG_VOTO_age_young",,"young","CG_VOTO"
"FIN","CG_VOTO_age_young",,"young","CG_VOTO"
"FRA","CG_VOTO_age_young",,"young","CG_VOTO"
"DEU","CG_VOTO_age_young",,"young","CG_VOTO"
"GRC","CG_VOTO_age_young",,"young","CG_VOTO"
"HUN","CG_VOTO_age_young",,"young","CG_VOTO"
"ISL","CG_VOTO_age_young",,"young","CG_VOTO"
"IRL","CG_VOTO_age_young",,"young","CG_VOTO"
"ISR","CG_VOTO_age_young",,"young","CG_VOTO"
"ITA","CG_VOTO_age_young",,"young","CG_VOTO"
"JPN","CG_VOTO_age_young",,"young","CG_VOTO"
"KOR","CG_VOTO_age_young",,"young","CG_VOTO"
"LVA","CG_VOTO_age_young",,"young","CG_VOTO"
"LUX","CG_VOTO_age_young",,"young","CG_VOTO"
"MEX","CG_VOTO_age_young",,"young","CG_VOTO"
"NLD","CG_VOTO_age_young",,"young","CG_VOTO"
"NZL","CG_VOTO_age_young",,"young","CG_VOTO"
"NOR","CG_VOTO_age_young",,"young","CG_VOTO"
"POL","CG_VOTO_age_young",,"young","CG_VOTO"
"PRT","CG_VOTO_age_young",,"young","CG_VOTO"
"SVK","CG_VOTO_age_young",,"young","CG_VOTO"
"SVN","CG_VOTO_age_young",,"young","CG_VOTO"
"ESP","CG_VOTO_age_young",,"young","CG_VOTO"
"SWE","CG_VOTO_age_young",,"young","CG_VOTO"
"CHE","CG_VOTO_age_young",,"young","CG_VOTO"
"TUR","CG_VOTO_age_young",,"young","CG_VOTO"
"GBR","CG_VOTO_age_young",,"young","CG_VOTO"
"USA","CG_VOTO_age_young",,"young","CG_VOTO"
"OECD","CG_VOTO_age_young",,"young","CG_VOTO"
"LTU","CG_VOTO_age_young",,"young","CG_VOTO"
"AUS","EQ_SATW_age_young",2,"young","EQ_SATW"
"AUT","EQ_SATW_age_young",0.98,"young","EQ_SATW"
"BEL","EQ_SATW_age_young",1.17,"young","EQ_SATW"
"CAN","EQ_SATW_age_young",1.2,"young","EQ_SATW"
"CHL","EQ_SATW_age_young",1.04,"young","EQ_SATW"
"CZE","EQ_SATW_age_young",0.88,"young","EQ_SATW"
"DNK","EQ_SATW_age_young",0.69,"young","EQ_SATW"
"EST","EQ_SATW_age_young",1.17,"young","EQ_SATW"
"FIN","EQ_SATW_age_young",0.7,"young","EQ_SATW"
"FRA","EQ_SATW_age_young",1.28,"young","EQ_SATW"
"DEU","EQ_SATW_age_young",1.24,"young","EQ_SATW"
"GRC","EQ_SATW_age_young",1.13,"young","EQ_SATW"
"HUN","EQ_SATW_age_young",0.95,"young","EQ_SATW"
"ISL","EQ_SATW_age_young",2.06,"young","EQ_SATW"
"IRL","EQ_SATW_age_young",1.36,"young","EQ_SATW"
"ISR","EQ_SATW_age_young",1.17,"young","EQ_SATW"
"ITA","EQ_SATW_age_young",1.37,"young","EQ_SATW"
"JPN","EQ_SATW_age_young",1.07,"young","EQ_SATW"
"KOR","EQ_SATW_age_young",1.42,"young","EQ_SATW"
"LVA","EQ_SATW_age_young",1.07,"young","EQ_SATW"
"LUX","EQ_SATW_age_young",2.01,"young","EQ_SATW"
"MEX","EQ_SATW_age_young",0.95,"young","EQ_SATW"
"NLD","EQ_SATW_age_young",0.84,"young","EQ_SATW"
"NZL","EQ_SATW_age_young",1.23,"young","EQ_SATW"
"NOR","EQ_SATW_age_young",1.51,"young","EQ_SATW"
"POL","EQ_SATW_age_young",1,"young","EQ_SATW"
"PRT","EQ_SATW_age_young",1.13,"young","EQ_SATW"
"SVK","EQ_SATW_age_young",1.04,"young","EQ_SATW"
"SVN","EQ_SATW_age_young",1.22,"young","EQ_SATW"
"ESP","EQ_SATW_age_young",1.33,"young","EQ_SATW"
"SWE","EQ_SATW_age_young",1,"young","EQ_SATW"
"CHE","EQ_SATW_age_young",1.17,"young","EQ_SATW"
"TUR","EQ_SATW_age_young",0.97,"young","EQ_SATW"
"GBR","EQ_SATW_age_young",0.94,"young","EQ_SATW"
"USA","EQ_SATW_age_young",1.32,"young","EQ_SATW"
"OECD","EQ_SATW_age_young",1.19,"young","EQ_SATW"
"LTU","EQ_SATW_age_young",1.29,"young","EQ_SATW"
"AUS","PS_SFRV_age_young",0.96,"young","PS_SFRV"
"AUT","PS_SFRV_age_young",0.73,"young","PS_SFRV"
"BEL","PS_SFRV_age_young",1,"young","PS_SFRV"
"CAN","PS_SFRV_age_young",0.85,"young","PS_SFRV"
"CHL","PS_SFRV_age_young",1.07,"young","PS_SFRV"
"CZE","PS_SFRV_age_young",1.02,"young","PS_SFRV"
"DNK","PS_SFRV_age_young",0.72,"young","PS_SFRV"
"EST","PS_SFRV_age_young",1,"young","PS_SFRV"
"FIN","PS_SFRV_age_young",0.84,"young","PS_SFRV"
"FRA","PS_SFRV_age_young",0.8,"young","PS_SFRV"
"DEU","PS_SFRV_age_young",0.91,"young","PS_SFRV"
"GRC","PS_SFRV_age_young",1,"young","PS_SFRV"
"HUN","PS_SFRV_age_young",0.97,"young","PS_SFRV"
"ISL","PS_SFRV_age_young",1.23,"young","PS_SFRV"
"IRL","PS_SFRV_age_young",0.96,"young","PS_SFRV"
"ISR","PS_SFRV_age_young",0.97,"young","PS_SFRV"
"ITA","PS_SFRV_age_young",1,"young","PS_SFRV"
"JPN","PS_SFRV_age_young",0.93,"young","PS_SFRV"
"KOR","PS_SFRV_age_young",0.98,"young","PS_SFRV"
"LVA","PS_SFRV_age_young",1.09,"young","PS_SFRV"
"LUX","PS_SFRV_age_young",1,"young","PS_SFRV"
"MEX","PS_SFRV_age_young",0.98,"young","PS_SFRV"
"NLD","PS_SFRV_age_young",1.24,"young","PS_SFRV"
"NZL","PS_SFRV_age_young",1.03,"young","PS_SFRV"
"NOR","PS_SFRV_age_young",0.77,"young","PS_SFRV"
"POL","PS_SFRV_age_young",1.03,"young","PS_SFRV"
"PRT","PS_SFRV_age_young",0.88,"young","PS_SFRV"
"SVK","PS_SFRV_age_young",1.02,"young","PS_SFRV"
"SVN","PS_SFRV_age_young",0.72,"young","PS_SFRV"
"ESP","PS_SFRV_age_young",0.88,"young","PS_SFRV"
"SWE","PS_SFRV_age_young",1.01,"young","PS_SFRV"
"CHE","PS_SFRV_age_young",0.85,"young","PS_SFRV"
"TUR","PS_SFRV_age_young",0.96,"young","PS_SFRV"
"GBR","PS_SFRV_age_young",0.84,"young","PS_SFRV"
"USA","PS_SFRV_age_young",0.79,"young","PS_SFRV"
"OECD","PS_SFRV_age_young",0.94,"young","PS_SFRV"
"LTU","PS_SFRV_age_young",1.02,"young","PS_SFRV"
"AUS","SW_LIFS_age_young",1.04,"young","SW_LIFS"
"AUT","SW_LIFS_age_young",1.01,"young","SW_LIFS"
"BEL","SW_LIFS_age_young",1.02,"young","SW_LIFS"
"CAN","SW_LIFS_age_young",1.02,"young","SW_LIFS"
"CHL","SW_LIFS_age_young",1.08,"young","SW_LIFS"
"CZE","SW_LIFS_age_young",1.09,"young","SW_LIFS"
"DNK","SW_LIFS_age_young",1.01,"young","SW_LIFS"
"EST","SW_LIFS_age_young",1.08,"young","SW_LIFS"
"FIN","SW_LIFS_age_young",1.01,"young","SW_LIFS"
"FRA","SW_LIFS_age_young",1.03,"young","SW_LIFS"
"DEU","SW_LIFS_age_young",1.06,"young","SW_LIFS"
"GRC","SW_LIFS_age_young",1.15,"young","SW_LIFS"
"HUN","SW_LIFS_age_young",1.18,"young","SW_LIFS"
"ISL","SW_LIFS_age_young",1.03,"young","SW_LIFS"
"IRL","SW_LIFS_age_young",1.05,"young","SW_LIFS"
"ISR","SW_LIFS_age_young",1.05,"young","SW_LIFS"
"ITA","SW_LIFS_age_young",1.07,"young","SW_LIFS"
"JPN","SW_LIFS_age_young",1.04,"young","SW_LIFS"
"KOR","SW_LIFS_age_young",1.05,"young","SW_LIFS"
"LVA","SW_LIFS_age_young",1.09,"young","SW_LIFS"
"LUX","SW_LIFS_age_young",1.05,"young","SW_LIFS"
"MEX","SW_LIFS_age_young",1.06,"young","SW_LIFS"
"NLD","SW_LIFS_age_young",1.01,"young","SW_LIFS"
"NZL","SW_LIFS_age_young",1.02,"young","SW_LIFS"
"NOR","SW_LIFS_age_young",0.99,"young","SW_LIFS"
"POL","SW_LIFS_age_young",1.09,"young","SW_LIFS"
"PRT","SW_LIFS_age_young",1.18,"young","SW_LIFS"
"SVK","SW_LIFS_age_young",1.09,"young","SW_LIFS"
"SVN","SW_LIFS_age_young",1.18,"young","SW_LIFS"
"ESP","SW_LIFS_age_young",1.07,"young","SW_LIFS"
"SWE","SW_LIFS_age_young",0.99,"young","SW_LIFS"
"CHE","SW_LIFS_age_young",1.01,"young","SW_LIFS"
"TUR","SW_LIFS_age_young",1.07,"young","SW_LIFS"
"GBR","SW_LIFS_age_young",1.03,"young","SW_LIFS"
"USA","SW_LIFS_age_young",1.05,"young","SW_LIFS"
"OECD","SW_LIFS_age_young",1.06,"young","SW_LIFS"
"LTU","SW_LIFS_age_young",1.1,"young","SW_LIFS"
"AUS","IW_HADI_age_old",0.86,"old","IW_HADI"
"AUT","IW_HADI_age_old",1.01,"old","IW_HADI"
"BEL","IW_HADI_age_old",0.92,"old","IW_HADI"
"CAN","IW_HADI_age_old",1,"old","IW_HADI"
"CHL","IW_HADI_age_old",0.93,"old","IW_HADI"
"CZE","IW_HADI_age_old",0.86,"old","IW_HADI"
"DNK","IW_HADI_age_old",0.96,"old","IW_HADI"
"EST","IW_HADI_age_old",0.69,"old","IW_HADI"
"FIN","IW_HADI_age_old",0.95,"old","IW_HADI"
"FRA","IW_HADI_age_old",1.13,"old","IW_HADI"
"DEU","IW_HADI_age_old",0.95,"old","IW_HADI"
"GRC","IW_HADI_age_old",1,"old","IW_HADI"
"HUN","IW_HADI_age_old",0.89,"old","IW_HADI"
"ISL","IW_HADI_age_old",1.05,"old","IW_HADI"
"IRL","IW_HADI_age_old",0.95,"old","IW_HADI"
"ISR","IW_HADI_age_old",1.12,"old","IW_HADI"
"ITA","IW_HADI_age_old",1.07,"old","IW_HADI"
"JPN","IW_HADI_age_old",0.97,"old","IW_HADI"
"KOR","IW_HADI_age_old",0.79,"old","IW_HADI"
"LVA","IW_HADI_age_old",0.75,"old","IW_HADI"
"LUX","IW_HADI_age_old",1.04,"old","IW_HADI"
"MEX","IW_HADI_age_old",1.05,"old","IW_HADI"
"NLD","IW_HADI_age_old",0.98,"old","IW_HADI"
"NZL","IW_HADI_age_old",1.05,"old","IW_HADI"
"NOR","IW_HADI_age_old",1.07,"old","IW_HADI"
"POL","IW_HADI_age_old",0.91,"old","IW_HADI"
"PRT","IW_HADI_age_old",1,"old","IW_HADI"
"SVK","IW_HADI_age_old",0.92,"old","IW_HADI"
"SVN","IW_HADI_age_old",0.95,"old","IW_HADI"
"ESP","IW_HADI_age_old",1.09,"old","IW_HADI"
"SWE","IW_HADI_age_old",1.02,"old","IW_HADI"
"CHE","IW_HADI_age_old",0.94,"old","IW_HADI"
"TUR","IW_HADI_age_old",0.95,"old","IW_HADI"
"GBR","IW_HADI_age_old",0.86,"old","IW_HADI"
"USA","IW_HADI_age_old",1.02,"old","IW_HADI"
"OECD","IW_HADI_age_old",0.96,"old","IW_HADI"
"LTU","IW_HADI_age_old",0.91,"old","IW_HADI"
"AUS","IW_HNFW_age_old",1.44,"old","IW_HNFW"
"AUT","IW_HNFW_age_old",0.96,"old","IW_HNFW"
"BEL","IW_HNFW_age_old",1.41,"old","IW_HNFW"
"CAN","IW_HNFW_age_old",1.27,"old","IW_HNFW"
"CHL","IW_HNFW_age_old",1.51,"old","IW_HNFW"
"CZE","IW_HNFW_age_old",,"old","IW_HNFW"
"DNK","IW_HNFW_age_old",2.29,"old","IW_HNFW"
"EST","IW_HNFW_age_old",0.6,"old","IW_HNFW"
"FIN","IW_HNFW_age_old",1.15,"old","IW_HNFW"
"FRA","IW_HNFW_age_old",1.29,"old","IW_HNFW"
"DEU","IW_HNFW_age_old",1.19,"old","IW_HNFW"
"GRC","IW_HNFW_age_old",0.95,"old","IW_HNFW"
"HUN","IW_HNFW_age_old",0.81,"old","IW_HNFW"
"ISL","IW_HNFW_age_old",,"old","IW_HNFW"
"IRL","IW_HNFW_age_old",,"old","IW_HNFW"
"ISR","IW_HNFW_age_old",,"old","IW_HNFW"
"ITA","IW_HNFW_age_old",1.26,"old","IW_HNFW"
"JPN","IW_HNFW_age_old",,"old","IW_HNFW"
"KOR","IW_HNFW_age_old",1.13,"old","IW_HNFW"
